,Course Name,University,Aptitude Score,Previous Score,Extracurricular activity,Course rating,Education_Num,Income_Level_Num,Difficulty_level_Num
247,Statistical Data Visualization with Seaborn,Coursera Project Network,80.0,69.0,Yes,4.5,76.0,74.0,57.0
248,Hosting a Static Website (HTML/CSS/Javascript) in AWS S3,Coursera Project Network,64.0,60.0,No,4.5,70.0,77.0,91.0
249,Data Analysis Using Pyspark,Coursera Project Network,50.0,68.0,No,4.2,74.0,75.0,59.0
250,Introduction to TestNG and Integration with Selenium,Coursera Project Network,63.0,69.0,Yes,4.6,72.0,62.0,61.0
251,Hierarchical Clustering: Customer Segmentation,Coursera Project Network,73.0,63.0,Yes,4.2,74.0,76.0,90.0
252,Deploy Models with TensorFlow Serving and Flask,Coursera Project Network,54.0,65.0,No,4.5,80.0,79.0,57.0
253,Create UI in Unity Part 3 - Settings Menu,Coursera Project Network,92.0,69.0,Yes,4.5,70.0,75.0,58.0
254,Create Informative Presentations with Google Slides,Coursera Project Network,98.0,67.0,No,4.7,83.0,61.0,58.0
255,Game-Theoretic Solution Concept with Spread Sheets,Coursera Project Network,92.0,65.0,Yes,4.7,92.0,79.0,59.0
256,Microservices with Spring Boot,Coursera Project Network,84.0,65.0,Yes,4.5,59.0,73.0,94.0
257,Marketing Design with Easil,Coursera Project Network,67.0,69.0,No,4.8,63.0,70.0,61.0
258,Hiring and Onboarding Employees with ClickUp,Coursera Project Network,50.0,68.0,Yes,4.5,80.0,77.0,60.0
259,Introduction to Python,Coursera Project Network,72.0,66.0,Yes,4.5,77.0,77.0,57.0
260,Encryption And Decryption Using C++,Coursera Project Network,98.0,66.0,Yes,5.0,57.0,62.0,58.0
261,Serve Scikit-Learn Models for Deployment with BentoML,Coursera Project Network,59.0,70.0,No,4.5,74.0,62.0,68.0
262,Create Charts and Dashboard using Google Sheets,Coursera Project Network,55.0,63.0,No,4.8,72.0,63.0,61.0
263,Use Commands and Create a Remote Git Repository,Coursera Project Network,85.0,68.0,Yes,4.6,58.0,84.0,62.0
264,Command Line in Linux,Coursera Project Network,51.0,66.0,Yes,4.5,59.0,70.0,60.0
265,Building Custom Regional Reports with Google Analytics,Coursera Project Network,77.0,69.0,Yes,4.6,87.0,71.0,57.0
266,Database Design and Diagramming in Dia,Coursera Project Network,84.0,65.0,Yes,4.6,61.0,80.0,57.0
267,Game Theory with Python,Coursera Project Network,62.0,67.0,Yes,4.2,70.0,78.0,59.0
268,The Product Lifecycle: A Guide from start to finish,Coursera Project Network,68.0,72.0,No,4.6,86.0,71.0,62.0
269,TensorFlow for CNNs: Transfer Learning,Coursera Project Network,72.0,66.0,Yes,4.5,79.0,72.0,61.0
270,Calculating Descriptive Statistics in R,Coursera Project Network,98.0,66.0,Yes,5.0,92.0,59.0,60.0
271,Creating Models using Smartpls,Coursera Project Network,57.0,63.0,No,4.9,75.0,70.0,57.0
272,Getting Started With Game Development Using PyGame,Coursera Project Network,79.0,72.0,Yes,4.2,77.0,57.0,58.0
273,Introduction to Javascript: The Basics,Coursera Project Network,72.0,61.0,Yes,4.2,74.0,63.0,57.0
274,Introduction to Cost Accounting,Coursera Project Network,93.0,67.0,Yes,4.7,62.0,70.0,61.0
275,Classify Radio Signals from Space using Keras,Coursera Project Network,58.0,67.0,Yes,4.4,71.0,71.0,62.0
276,Getting Started with Power BI Desktop,Coursera Project Network,94.0,66.0,No,4.7,56.0,77.0,85.0
277,Build a Deep Learning Based Image Classifier with R,Coursera Project Network,81.0,66.0,No,4.6,87.0,80.0,57.0
278,Agile Projects: Creating User Stories with Value in Taiga,Coursera Project Network,51.0,69.0,No,4.9,85.0,70.0,58.0
279,Hyperparameter Tuning with Neural Network Intelligence,Coursera Project Network,65.0,61.0,Yes,4.8,73.0,63.0,57.0
280,Discounted Cash Flow Modeling,Coursera Project Network,52.0,64.0,No,4.4,58.0,73.0,67.0
281,Images and Links in HTML,Coursera Project Network,83.0,69.0,Yes,4.7,86.0,86.0,61.0
282,Analyze Text Data with Yellowbrick,Coursera Project Network,98.0,68.0,No,4.5,71.0,56.0,60.0
283,Draw Insights with Crosstabs Reports in Google Sheets,Coursera Project Network,67.0,68.0,Yes,4.3,57.0,58.0,60.0
284,Class Creation in Object Oriented Python,Coursera Project Network,79.0,66.0,Yes,4.5,82.0,78.0,59.0
285,Building an Ecosystem model with Insight Maker,Coursera Project Network,92.0,61.0,Yes,4.8,74.0,77.0,57.0
286,Create Employee Management System with When I Work,Coursera Project Network,59.0,67.0,Yes,4.6,73.0,70.0,59.0
287,Web Application Security Testing with OWASP ZAP,Coursera Project Network,50.0,65.0,No,4.2,79.0,78.0,57.0
288,TensorFlow for AI: Get to Know Tensorflow,Coursera Project Network,83.0,67.0,No,4.7,80.0,74.0,92.0
289,Create UI in Unity Part 1 - Screen Overlay Canvas,Coursera Project Network,73.0,61.0,Yes,4.8,61.0,81.0,89.0
290,Create Power-Ups and Obstacles with C# in Unity,Coursera Project Network,62.0,69.0,No,4.6,79.0,75.0,57.0
291,Intro to Scheduling with When I Work,Coursera Project Network,50.0,70.0,No,4.6,62.0,88.0,59.0
292,Image Compression and Generation using Variational Autoencoders in Python,Coursera Project Network,94.0,67.0,No,4.7,62.0,84.0,57.0
293,Optimize TensorFlow Models For Deployment with TensorRT,Coursera Project Network,97.0,75.0,Yes,4.7,63.0,75.0,97.0
294,Visual Machine Learning with Yellowbrick,Coursera Project Network,55.0,59.0,No,4.7,58.0,79.0,61.0
295,Create a Memory Puzzle Game in Python Using Pygame,Coursera Project Network,90.0,63.0,No,4.3,79.0,82.0,60.0
296,Tableau Public for Project Management and Beyond,Coursera Project Network,61.0,70.0,No,4.8,57.0,86.0,69.0
297,Creating Custom Callbacks in Keras,Coursera Project Network,89.0,66.0,Yes,4.7,71.0,55.0,62.0
298,Create an FPS Weapon in Unity (Part 2 - Firing Effects),Coursera Project Network,93.0,68.0,Yes,4.5,56.0,93.0,90.0
299,Performing Data Definition and Manipulation in SQL,Coursera Project Network,83.0,65.0,No,4.7,71.0,70.0,58.0
300,Compare time series predictions of COVID-19 deaths,Coursera Project Network,56.0,84.0,Yes,5.0,60.0,62.0,62.0
301,Scheduling Selenium TestNG tests via Jenkins CI/CD tool,Coursera Project Network,93.0,75.0,Yes,4.1,82.0,72.0,58.0
302,Build a Simple App in Android Studio with Java,Coursera Project Network,98.0,67.0,No,4.4,82.0,77.0,61.0
303,Create Interactive Dashboards with Streamlit and Python,Coursera Project Network,74.0,70.0,No,4.7,63.0,92.0,57.0
304,Build A Google Firebase Web App (Part II),Coursera Project Network,88.0,63.0,No,4.6,56.0,62.0,91.0
305,Getting Started with R,Coursera Project Network,90.0,69.0,No,4.3,72.0,80.0,93.0
306,JavaScript Strings: Properties and Methods,Coursera Project Network,81.0,71.0,Yes,5.0,62.0,73.0,58.0
307,"Java Inheritance, Composition and Aggregation",Coursera Project Network,51.0,64.0,No,5.0,84.0,62.0,61.0
308,"Element, Class, and ID Selectors in CSS",Coursera Project Network,95.0,65.0,Yes,4.7,80.0,55.0,57.0
309,TensorFlow for AI: Computer Vision Basics,Coursera Project Network,90.0,67.0,No,4.3,74.0,61.0,93.0
310,Conduct Sales Projections with Seasonality in Google Sheets,Coursera Project Network,85.0,63.0,Yes,4.9,78.0,76.0,59.0
311,Predict Sales Revenue with scikit-learn,Coursera Project Network,82.0,70.0,Yes,4.5,72.0,74.0,61.0
312,Python Basics: Create a Guessing Number Game from Scratch,Coursera Project Network,74.0,66.0,Yes,4.7,87.0,81.0,61.0
313,RESTful API with HTTP and JavaScript,Coursera Project Network,85.0,68.0,No,4.2,71.0,63.0,59.0
314,Create a Google Ads Search Campaign,Coursera Project Network,55.0,63.0,Yes,4.8,57.0,60.0,58.0
315,Transfer Learning for Food Classification,Coursera Project Network,89.0,68.0,No,4.7,72.0,60.0,62.0
316,Detecting COVID-19 with Chest X-Ray using PyTorch,Coursera Project Network,89.0,69.0,No,4.6,71.0,63.0,58.0
317,Mining Quality Prediction Using Machine & Deep Learning,Coursera Project Network,66.0,67.0,No,4.8,78.0,88.0,57.0
318,Build a Firebase Android Application,Coursera Project Network,73.0,69.0,No,4.3,61.0,78.0,92.0
319,Plots (Graphics) in R,Coursera Project Network,75.0,67.0,Yes,4.3,75.0,62.0,61.0
320,Evaluate Machine Learning Models with Yellowbrick,Coursera Project Network,99.0,69.0,Yes,4.8,73.0,71.0,62.0
321,Create Your First Python Program,Coursera Project Network,64.0,66.0,No,4.6,63.0,80.0,61.0
322,"Javascript animation for websites, storytelling, data visualization and games",Coursera Project Network,87.0,65.0,No,4.2,70.0,74.0,61.0
323,Computer Vision: Neural Transfer Style & Green Screen Effect,Coursera Project Network,51.0,67.0,No,4.2,79.0,74.0,61.0
324,Predict Ideal Diamonds over Good Diamonds using a Random Forest using R,Coursera Project Network,100.0,68.0,No,4.8,78.0,88.0,58.0
325,Create Custom Layers in Keras,Coursera Project Network,90.0,67.0,Yes,4.6,78.0,86.0,59.0
326,Optimization of Topic Models using Grid Search Method,Coursera Project Network,99.0,72.0,No,4.3,57.0,56.0,60.0
327,Plots (Graphics) for Data Science,Coursera Project Network,66.0,69.0,Yes,4.2,80.0,57.0,58.0
328,Introduction to Natural Language Processing in Python,Coursera Project Network,52.0,66.0,Yes,3.5,58.0,77.0,59.0
329,Predicting Salaries with Simple Linear Regression in R,Coursera Project Network,56.0,67.0,Yes,4.3,74.0,62.0,60.0
330,Create your first test automation script - Selenium and C#,Coursera Project Network,54.0,68.0,No,4.5,90.0,84.0,62.0
331,"Machine Learning: Predict Numbers from Handwritten Digits using a Neural Network, Keras, and R",Coursera Project Network,96.0,67.0,Yes,4.4,61.0,82.0,59.0
332,Creating a Customer Service Survey Using Google Forms,Coursera Project Network,51.0,69.0,Yes,5.0,71.0,80.0,60.0
333,Gmail: The Foundation To Accessing Google Apps,Coursera Project Network,57.0,69.0,Yes,4.6,56.0,58.0,60.0
334,Create a Google Ads Video Campaign,Coursera Project Network,68.0,62.0,Yes,5.0,73.0,58.0,93.0
335,Simple Recurrent Neural Network with Keras,Coursera Project Network,71.0,68.0,Yes,4.5,79.0,59.0,97.0
336,Spreadsheets for Beginners using Google Sheets,Coursera Project Network,83.0,71.0,Yes,4.7,58.0,63.0,59.0
337,Building a Business Presence With Facebook Marketing,Coursera Project Network,82.0,66.0,No,4.8,62.0,57.0,62.0
338,Build an App in Android Studio using Static Files,Coursera Project Network,74.0,64.0,Yes,4.1,80.0,62.0,61.0
339,Build Multilayer Perceptron Models with Keras,Coursera Project Network,76.0,68.0,No,4.6,63.0,76.0,61.0
340,Docker Essentials & Building a Containerized Web Application,Coursera Project Network,53.0,70.0,Yes,4.8,91.0,81.0,59.0
341,Build a Machine Learning Web App with Streamlit and Python,Coursera Project Network,80.0,73.0,Yes,4.7,72.0,74.0,58.0
342,Python Geospatial Data Analysis,Coursera Project Network,61.0,68.0,Yes,4.0,74.0,76.0,59.0
343,Getting Started with Blazor WASM,Coursera Project Network,80.0,75.0,Yes,4.8,81.0,63.0,61.0
344,Building Smart Business Assistants with IBM Watson,Coursera Project Network,56.0,68.0,Yes,4.7,79.0,62.0,59.0
345,Introduction to Pointers and Memory Management in C/C++,Coursera Project Network,67.0,69.0,Yes,4.3,71.0,76.0,57.0
346,Using Seesaw for Student Learning,Coursera Project Network,89.0,63.0,Yes,4.9,61.0,55.0,62.0
347,Enhancing Communication with Remind,Coursera Project Network,67.0,66.0,Yes,4.9,87.0,89.0,62.0
348,Git + GitHub for Open Source Collaboration,Coursera Project Network,88.0,71.0,No,4.1,93.0,78.0,75.0
349,Create a text adventure game with Ink,Coursera Project Network,65.0,68.0,No,4.5,81.0,76.0,62.0
350,Make Your Pick-Ups Look Cool in Unity (Intro to Animation 1),Coursera Project Network,95.0,67.0,No,4.4,76.0,73.0,61.0
351,Stock Analysis: Create a Buy Signal Filter using R and the Quantmod Package,Coursera Project Network,62.0,65.0,Yes,4.7,71.0,73.0,58.0
352,Implementing Parent Feedback with Google Forms,Coursera Project Network,76.0,63.0,No,4.9,59.0,73.0,57.0
353,Perform Real-Time Object Detection with YOLOv3,Coursera Project Network,90.0,71.0,Yes,3.1,78.0,83.0,85.0
354,Getting Started with Azure DevOps Boards,Coursera Project Network,52.0,62.0,Yes,4.8,61.0,62.0,57.0
355,A Start Guide: Product Marketing Using G Suite,Coursera Project Network,86.0,69.0,Yes,4.7,78.0,79.0,59.0
356,Brand Marketing and SEO Tools using Wix,Coursera Project Network,91.0,71.0,Yes,4.6,89.0,74.0,58.0
357,Product Development: Customer Journey Mapping with Miro,Coursera Project Network,95.0,62.0,Yes,4.9,70.0,70.0,59.0
358,Create Your First Multithreaded Application in Java,Coursera Project Network,75.0,70.0,No,4.5,56.0,59.0,60.0
359,CSS Animated Components with ReactJS,Coursera Project Network,75.0,73.0,Yes,4.8,62.0,89.0,61.0
360,Introduction to Line Balancing Using Precedence Diagram,Coursera Project Network,62.0,65.0,Yes,4.6,76.0,63.0,59.0
361,Manipulate Object Properties with C# in Unity,Coursera Project Network,98.0,68.0,Yes,4.9,78.0,70.0,59.0
362,Interactive Word Embeddings using Word2Vec and Plotly,Coursera Project Network,84.0,71.0,Yes,4.8,81.0,58.0,61.0
363,Change Leadership: Developing Strategic Gap Analysis in Miro,Coursera Project Network,57.0,62.0,No,4.9,74.0,59.0,88.0
364,Process Improvement: a Kaizen Event with Google Slides,Coursera Project Network,91.0,65.0,No,4.6,62.0,75.0,60.0
365,Performing Data Aggregation using SQL Aggregate Functions,Coursera Project Network,52.0,64.0,Yes,4.8,55.0,90.0,74.0
366,Using TensorFlow with Amazon Sagemaker,Coursera Project Network,73.0,72.0,Yes,4.7,80.0,63.0,59.0
367,COVID19 Data Analysis Using Python,Coursera Project Network,76.0,64.0,Yes,4.5,90.0,76.0,62.0
368,Image Processing with Python,Coursera Project Network,73.0,62.0,Yes,4.2,71.0,73.0,62.0
369,Terraform Basics: Automate Provisioning of AWS EC2 Instances,Coursera Project Network,94.0,70.0,Yes,5.0,92.0,63.0,71.0
370,COVID19 Data Visualization Using Python,Coursera Project Network,77.0,66.0,Yes,4.5,57.0,55.0,59.0
371,Getting Started with Linux Terminal,Coursera Project Network,60.0,68.0,Yes,5.0,89.0,73.0,91.0
372,Create and Format a Basic Document with LibreOffice Writer,Coursera Project Network,87.0,74.0,Yes,4.8,56.0,80.0,59.0
373,Create a Resume and Cover Letter with Google Docs,Coursera Project Network,99.0,73.0,Yes,4.6,76.0,59.0,58.0
374,Multiple Linear Regression with scikit-learn,Coursera Project Network,68.0,65.0,Yes,4.5,73.0,76.0,62.0
375,Scrum Team Building Using Games and Interactive Tools,Coursera Project Network,75.0,66.0,Yes,4.6,75.0,61.0,91.0
376,Run a Sparkline Trend Analysis in Google Sheets,Coursera Project Network,62.0,65.0,Yes,5.0,87.0,87.0,57.0
377,Build a Relative Layout App in Android Studio,Coursera Project Network,75.0,68.0,Yes,4.5,70.0,90.0,59.0
378,Learn Javascript with zero prior programming experience,Coursera Project Network,73.0,62.0,No,4.0,72.0,55.0,91.0
379,Creating a Student Profile in Google Docs,Coursera Project Network,95.0,68.0,Yes,4.8,61.0,75.0,59.0
380,Handling Imbalanced Data Classification Problems,Coursera Project Network,56.0,69.0,Yes,4.7,86.0,59.0,59.0
381,Utilize LinkedIn for Career Search,Coursera Project Network,95.0,69.0,Yes,4.6,70.0,56.0,79.0
382,Programming a Quantum Computer with Qiskit - IBM SDK,Coursera Project Network,77.0,65.0,Yes,4.4,79.0,59.0,59.0
383,Project Management: Creating the Precedence Network Diagram,Coursera Project Network,73.0,65.0,No,4.0,60.0,73.0,58.0
384,Create a Debt-Reduced Worksheet in Google Sheets,Coursera Project Network,64.0,70.0,No,4.5,91.0,77.0,82.0
385,Sentiment Analysis with Deep Learning using BERT,Coursera Project Network,60.0,67.0,Yes,4.3,71.0,75.0,61.0
386,Create a Coin Pick-Up and Spending Mechanics in Unity,Coursera Project Network,98.0,69.0,Yes,4.5,77.0,88.0,88.0
387,Position Elements on a Page with CSS,Coursera Project Network,71.0,67.0,No,4.5,71.0,63.0,57.0
388,Leveraging Mentions and Threads in Slack,Coursera Project Network,78.0,68.0,No,4.9,72.0,71.0,61.0
389,Build Data Analysis tools using R and DPLYR,Coursera Project Network,98.0,67.0,No,4.5,61.0,62.0,97.0
390,Using probability distributions for real world problems in R,Coursera Project Network,55.0,66.0,No,4.8,88.0,86.0,61.0
391,Anomaly Detection in Time Series Data with Keras,Coursera Project Network,61.0,65.0,No,3.9,89.0,83.0,61.0
392,Create Infographics using Piktochart,Coursera Project Network,79.0,65.0,No,4.4,87.0,85.0,61.0
393,Build CRUD REST API in Django,Coursera Project Network,68.0,67.0,No,5.0,91.0,56.0,75.0
394,Analyze Box Office Data with Plotly and Python,Coursera Project Network,64.0,70.0,No,4.5,86.0,78.0,57.0
395,Advanced SQL Retrieval Queries in SQLiteStudio,Coursera Project Network,63.0,67.0,Yes,4.6,63.0,59.0,59.0
396,Using Descriptive Statistics to Analyze Data in R,Coursera Project Network,58.0,71.0,No,4.5,72.0,88.0,60.0
397,Avoid Overfitting Using Regularization in TensorFlow,Coursera Project Network,74.0,67.0,Yes,4.8,74.0,74.0,62.0
398,Using Shiny to Plot Differential Gene Expression,Coursera Project Network,77.0,66.0,Yes,4.4,58.0,74.0,59.0
399,Principal Component Analysis with NumPy,Coursera Project Network,86.0,63.0,Yes,4.6,73.0,60.0,58.0
400,Compose and Program Music in Python using Earsketch,Coursera Project Network,68.0,58.0,No,4.4,75.0,77.0,62.0
401,"Concepts in Python: Loops, Functions and Returns",Coursera Project Network,91.0,68.0,Yes,4.8,75.0,80.0,60.0
402,Create a Python Application using MySQL,Coursera Project Network,94.0,64.0,Yes,4.4,88.0,74.0,62.0
403,Building a Text-Based Bank in Java,Coursera Project Network,65.0,69.0,Yes,4.5,84.0,58.0,62.0
404,Build a Persistent Storage App in Android Studio,Coursera Project Network,87.0,70.0,Yes,4.4,72.0,80.0,60.0
405,Tweet Emotion Recognition with TensorFlow,Coursera Project Network,86.0,63.0,No,4.9,57.0,59.0,58.0
406,Tables and Forms in HTML,Coursera Project Network,92.0,73.0,Yes,4.7,73.0,60.0,57.0
407,Building Candlestick Charts with Tableau,Coursera Project Network,100.0,72.0,Yes,4.3,72.0,91.0,57.0
408,Video Basics with OpenCV and Python,Coursera Project Network,86.0,63.0,No,4.1,72.0,81.0,62.0
409,Neural Style Transfer with TensorFlow,Coursera Project Network,55.0,68.0,Yes,4.6,83.0,58.0,60.0
410,Design a Client Welcome Kit using Canva,Coursera Project Network,72.0,68.0,No,4.6,87.0,75.0,58.0
411,Create Your First NoSQL Database with MongoDB and Compass,Coursera Project Network,93.0,67.0,Yes,4.8,85.0,59.0,62.0
412,Create Fault Tolerant MongoDB Cluster,Coursera Project Network,91.0,63.0,Yes,5.0,74.0,63.0,60.0
413,Business Analysis & Process Management,Coursera Project Network,89.0,67.0,Yes,4.3,74.0,59.0,62.0
414,Setting Up a Digital Library with EPIC,Coursera Project Network,98.0,66.0,Yes,4.6,59.0,62.0,59.0
415,Advanced Features with Relational Database Tables Using SQLiteStudio,Coursera Project Network,69.0,63.0,No,4.7,75.0,74.0,57.0
416,Introduction to Agent-based Modeling with NetLogo,Coursera Project Network,74.0,70.0,No,4.8,61.0,76.0,60.0
417,Predict Gas Guzzlers using a Neural Net Model on the MPG Data Set,Coursera Project Network,75.0,67.0,Yes,4.6,79.0,70.0,59.0
418,AutoML for Computer Vision with Microsoft Custom Vision,Coursera Project Network,76.0,62.0,No,4.6,79.0,57.0,61.0
419,Introduction to Basic Game Development using Scratch,Coursera Project Network,80.0,63.0,Yes,4.5,76.0,55.0,58.0
420,Use WordPress to Create a Blog for your Business,Coursera Project Network,91.0,71.0,Yes,4.5,70.0,71.0,57.0
