Course Name,University,Aptitude Score,Family_Income,Parental_Education_Level,Previous Score,Extracurricular activity,Difficulty Level,Course rating,Education_Num,Income_Level_Num,Difficulty_level_Num
Python Tricks and Hacks for Productivity,Coursera Project Network,88,Low,Postgraduate,68,Yes,Advanced,4.1,84.0,57.0,96.0
Create an FPS Weapon in Unity (Part 1 - Revolver),Coursera Project Network,95,Low,College,65,No,Advanced,5,56.0,63.0,97.0
Mastering SQL Joins,Coursera Project Network,93,Low,College,70,No,Advanced,4,56.0,60.0,97.0
Create a Database with the Modeling Tool in MySQL Workbench,Coursera Project Network,94,Medium,High School,69,Yes,Intermediate,4.7,72.0,70.0,70.0
Build Random Forests in R with Azure ML Studio,Coursera Project Network,54,Medium,High School,64,No,Beginner,4.7,79.0,71.0,58.0
Control physics with C# in Unity,Coursera Project Network,75,Medium,High School,63,Yes,Beginner,4.8,78.0,79.0,62.0
Create Relational Database Tables Using SQLiteStudio,Coursera Project Network,92,High,College,71,Yes,Beginner,4.7,61.0,89.0,57.0
Product Design: Designing a modern table lamp using SketchUp,Coursera Project Network,73,Low,High School,66,Yes,Beginner,4.7,79.0,55.0,58.0
Build a Table Layout App in Android Studio,Coursera Project Network,59,High,Postgraduate,76,No,Beginner,4.5,87.0,85.0,61.0
Improving Math Engagement with Prodigy,Coursera Project Network,85,Medium,Postgraduate,79,Yes,Beginner,4.8,93.0,71.0,57.0
Exception Handling in Python,Coursera Project Network,80,High,High School,73,Yes,Beginner,4.7,72.0,83.0,57.0
Improving Classroom Management with Class Dojo,Coursera Project Network,81,High,High School,73,Yes,Beginner,4.9,77.0,91.0,60.0
Create a Virtual Classroom using Google Slides,Coursera Project Network,55,High,College,67,Yes,Intermediate,4.6,58.0,86.0,71.0
Implementing SOLID Principles in C# with .NET Core,Coursera Project Network,75,Low,High School,65,No,Intermediate,Not Calibrated,72.0,59.0,75.0
Wireshark for Basic Network Security Analysis,Coursera Project Network,89,High,High School,65,No,Beginner,4.4,74.0,84.0,62.0
Tracking Student Growth using Google Slides,Coursera Project Network,70,Low,Postgraduate,64,No,Beginner,5,91.0,57.0,59.0
Analyze Website Visitors with Google Analytics Segments,Coursera Project Network,82,Medium,Postgraduate,69,Yes,Beginner,4.8,88.0,79.0,60.0
Tell the Data Story with Survey Graphics in Google Slides,Coursera Project Network,51,Low,High School,67,Yes,Advanced,Not Calibrated,74.0,57.0,96.0
User Experience Responsive Hero in XD for Beginners,Coursera Project Network,74,Medium,Postgraduate,68,Yes,Beginner,4.2,89.0,70.0,62.0
Portfolio Optimization using Markowitz Model,Coursera Project Network,56,High,High School,69,Yes,Beginner,4.5,72.0,84.0,61.0
Complex Retrieval Queries in MySQL Workbench,Coursera Project Network,91,High,High School,72,Yes,Beginner,4.5,73.0,85.0,62.0
AWS Elastic Beanstalk:Deploy a Python(Flask) Web Application,Coursera Project Network,88,Low,High School,66,Yes,Beginner,5,78.0,56.0,57.0
Build a Twitter Clone Backend,Coursera Project Network,89,Medium,High School,74,Yes,Beginner,4.2,79.0,77.0,59.0
Create a Buy Signal using RSI in R with the Quantmod Package,Coursera Project Network,89,Medium,High School,69,Yes,Beginner,4.6,75.0,80.0,60.0
Statistical Data Visualization with Seaborn,Coursera Project Network,80,Medium,High School,69,Yes,Beginner,4.5,78.0,72.0,57.0
Hosting a Static Website (HTML/CSS/Javascript) in AWS S3,Coursera Project Network,64,Medium,High School,60,No,Advanced,4.5,70.0,79.0,96.0
Data Analysis Using Pyspark,Coursera Project Network,50,Medium,High School,68,No,Beginner,4.2,79.0,80.0,58.0
Introduction to TestNG and Integration with Selenium,Coursera Project Network,63,Low,High School,69,Yes,Beginner,4.6,78.0,60.0,60.0
Hierarchical Clustering: Customer Segmentation,Coursera Project Network,73,Medium,High School,63,Yes,Advanced,4.2,76.0,71.0,93.0
Deploy Models with TensorFlow Serving and Flask,Coursera Project Network,54,Medium,High School,65,No,Beginner,4.5,70.0,72.0,59.0
Create UI in Unity Part 3 - Settings Menu,Coursera Project Network,92,Medium,High School,69,Yes,Beginner,Not Calibrated,74.0,80.0,61.0
Create Informative Presentations with Google Slides,Coursera Project Network,98,Low,Postgraduate,67,No,Beginner,4.7,87.0,55.0,57.0
Game-Theoretic Solution Concept with Spread Sheets,Coursera Project Network,92,Medium,Postgraduate,65,Yes,Beginner,4.7,81.0,77.0,62.0
Microservices with Spring Boot,Coursera Project Network,84,Medium,College,65,Yes,Advanced,Not Calibrated,57.0,71.0,93.0
Marketing Design with Easil,Coursera Project Network,67,Medium,College,69,No,Beginner,4.8,58.0,75.0,61.0
Hiring and Onboarding Employees with ClickUp,Coursera Project Network,50,Medium,High School,68,Yes,Beginner,4.5,77.0,79.0,60.0
Introduction to Python,Coursera Project Network,72,Medium,High School,66,Yes,Beginner,4.5,78.0,72.0,57.0
Encryption And Decryption Using C++,Coursera Project Network,98,Low,College,66,Yes,Beginner,5,59.0,60.0,60.0
Serve Scikit-Learn Models for Deployment with BentoML,Coursera Project Network,59,Low,High School,70,No,Intermediate,Not Calibrated,77.0,60.0,67.0
Create Charts and Dashboard using Google Sheets,Coursera Project Network,55,Low,High School,63,No,Beginner,4.8,80.0,55.0,62.0
Use Commands and Create a Remote Git Repository,Coursera Project Network,85,High,College,68,Yes,Beginner,4.6,59.0,84.0,57.0
Command Line in Linux,Coursera Project Network,51,Medium,College,66,Yes,Beginner,4.5,61.0,79.0,59.0
Building Custom Regional Reports with Google Analytics,Coursera Project Network,77,Medium,Postgraduate,69,Yes,Beginner,4.6,84.0,70.0,62.0
Database Design and Diagramming in Dia,Coursera Project Network,84,Medium,College,65,Yes,Beginner,4.6,55.0,70.0,57.0
Game Theory with Python,Coursera Project Network,62,Medium,High School,67,Yes,Beginner,4.2,78.0,74.0,59.0
The Product Lifecycle: A Guide from start to finish,Coursera Project Network,68,Medium,Postgraduate,72,No,Beginner,4.6,81.0,78.0,57.0
TensorFlow for CNNs: Transfer Learning,Coursera Project Network,72,Medium,High School,66,Yes,Beginner,Not Calibrated,75.0,73.0,61.0
Calculating Descriptive Statistics in R,Coursera Project Network,98,Low,Postgraduate,66,Yes,Beginner,5,90.0,58.0,60.0
Creating Models using Smartpls,Coursera Project Network,57,Medium,High School,63,No,Beginner,4.9,80.0,79.0,61.0
Getting Started With Game Development Using PyGame,Coursera Project Network,79,Low,High School,72,Yes,Beginner,4.2,74.0,63.0,62.0
Introduction to Javascript: The Basics,Coursera Project Network,72,Low,High School,61,Yes,Beginner,4.2,73.0,60.0,61.0
Introduction to Cost Accounting,Coursera Project Network,93,Medium,College,67,Yes,Beginner,4.7,63.0,73.0,60.0
Classify Radio Signals from Space using Keras,Coursera Project Network,58,Medium,High School,67,Yes,Beginner,4.4,74.0,71.0,61.0
Getting Started with Power BI Desktop,Coursera Project Network,94,Medium,College,66,No,Conversant,4.7,63.0,79.0,78.0
Build a Deep Learning Based Image Classifier with R,Coursera Project Network,81,Medium,Postgraduate,66,No,Beginner,4.6,81.0,75.0,58.0
Agile Projects: Creating User Stories with Value in Taiga,Coursera Project Network,51,Medium,Postgraduate,69,No,Beginner,4.9,82.0,73.0,57.0
Hyperparameter Tuning with Neural Network Intelligence,Coursera Project Network,65,Low,High School,61,Yes,Beginner,4.8,78.0,63.0,61.0
Discounted Cash Flow Modeling,Coursera Project Network,52,Medium,College,64,No,Intermediate,4.4,55.0,73.0,69.0
Images and Links in HTML,Coursera Project Network,83,High,Postgraduate,69,Yes,Beginner,4.7,93.0,86.0,61.0
Analyze Text Data with Yellowbrick,Coursera Project Network,98,Low,High School,68,No,Beginner,4.5,72.0,58.0,62.0
Draw Insights with Crosstabs Reports in Google Sheets,Coursera Project Network,67,Low,College,68,Yes,Beginner,4.3,57.0,56.0,57.0
Class Creation in Object Oriented Python,Coursera Project Network,79,Medium,Postgraduate,66,Yes,Beginner,4.5,92.0,73.0,61.0
Building an Ecosystem model with Insight Maker,Coursera Project Network,92,Medium,High School,61,Yes,Beginner,4.8,78.0,71.0,62.0
Create Employee Management System with When I Work,Coursera Project Network,59,Medium,High School,67,Yes,Beginner,4.6,75.0,72.0,59.0
Web Application Security Testing with OWASP ZAP,Coursera Project Network,50,Medium,High School,65,No,Beginner,4.2,76.0,72.0,58.0
TensorFlow for AI: Get to Know Tensorflow,Coursera Project Network,83,Medium,High School,67,No,Advanced,4.7,74.0,74.0,94.0
Create UI in Unity Part 1 - Screen Overlay Canvas,Coursera Project Network,73,High,College,61,Yes,Advanced,4.8,61.0,81.0,88.0
Create Power-Ups and Obstacles with C# in Unity,Coursera Project Network,62,Medium,High School,69,No,Beginner,4.6,79.0,80.0,58.0
Intro to Scheduling with When I Work,Coursera Project Network,50,High,College,70,No,Beginner,4.6,58.0,89.0,60.0
Image Compression and Generation using Variational Autoencoders in Python,Coursera Project Network,94,High,College,67,No,Beginner,4.7,59.0,82.0,59.0
Optimize TensorFlow Models For Deployment with TensorRT,Coursera Project Network,97,Medium,College,75,Yes,Advanced,4.7,62.0,77.0,94.0
Visual Machine Learning with Yellowbrick,Coursera Project Network,55,Medium,College,59,No,Beginner,4.7,63.0,79.0,60.0
Create a Memory Puzzle Game in Python Using Pygame,Coursera Project Network,90,High,High School,63,No,Beginner,4.3,75.0,93.0,59.0
Tableau Public for Project Management and Beyond,Coursera Project Network,61,High,College,70,No,Intermediate,4.8,61.0,92.0,72.0
Creating Custom Callbacks in Keras,Coursera Project Network,89,Low,High School,66,Yes,Beginner,4.7,79.0,60.0,59.0
Create an FPS Weapon in Unity (Part 2 - Firing Effects),Coursera Project Network,93,High,College,68,Yes,Advanced,Not Calibrated,63.0,87.0,95.0
Performing Data Definition and Manipulation in SQL,Coursera Project Network,83,Medium,High School,65,No,Beginner,4.7,72.0,72.0,62.0
Compare time series predictions of COVID-19 deaths,Coursera Project Network,56,Low,College,84,Yes,Beginner,5,62.0,60.0,57.0
Scheduling Selenium TestNG tests via Jenkins CI/CD tool,Coursera Project Network,93,Medium,Postgraduate,75,Yes,Beginner,4.1,87.0,78.0,57.0
Build a Simple App in Android Studio with Java,Coursera Project Network,98,Medium,Postgraduate,67,No,Beginner,4.4,83.0,73.0,62.0
Create Interactive Dashboards with Streamlit and Python,Coursera Project Network,74,High,College,70,No,Beginner,4.7,61.0,81.0,59.0
Build A Google Firebase Web App (Part II),Coursera Project Network,88,Low,College,63,No,Advanced,4.6,58.0,61.0,94.0
Getting Started with R,Coursera Project Network,90,Medium,High School,69,No,Advanced,4.3,70.0,75.0,96.0
JavaScript Strings: Properties and Methods,Coursera Project Network,81,Medium,College,71,Yes,Beginner,5,58.0,72.0,58.0
"Java Inheritance, Composition and Aggregation",Coursera Project Network,51,Low,Postgraduate,64,No,Beginner,5,92.0,62.0,61.0
"Element, Class, and ID Selectors in CSS",Coursera Project Network,95,Low,High School,65,Yes,Beginner,4.7,77.0,56.0,58.0
TensorFlow for AI: Computer Vision Basics,Coursera Project Network,90,Low,High School,67,No,Advanced,4.3,70.0,61.0,88.0
Conduct Sales Projections with Seasonality in Google Sheets,Coursera Project Network,85,Medium,High School,63,Yes,Beginner,4.9,73.0,74.0,59.0
Predict Sales Revenue with scikit-learn,Coursera Project Network,82,Medium,High School,70,Yes,Beginner,4.5,71.0,70.0,61.0
Python Basics: Create a Guessing Number Game from Scratch,Coursera Project Network,74,High,Postgraduate,66,Yes,Beginner,4.7,87.0,87.0,62.0
RESTful API with HTTP and JavaScript,Coursera Project Network,85,Low,High School,68,No,Beginner,4.2,78.0,55.0,59.0
Create a Google Ads Search Campaign,Coursera Project Network,55,Low,College,63,Yes,Beginner,4.8,60.0,60.0,58.0
Transfer Learning for Food Classification,Coursera Project Network,89,Low,High School,68,No,Beginner,4.7,79.0,56.0,58.0
Detecting COVID-19 with Chest X-Ray using PyTorch,Coursera Project Network,89,Low,High School,69,No,Beginner,4.6,72.0,56.0,60.0
Mining Quality Prediction Using Machine & Deep Learning,Coursera Project Network,66,High,High School,67,No,Beginner,4.8,77.0,89.0,60.0
Build a Firebase Android Application,Coursera Project Network,73,Medium,College,69,No,Advanced,4.3,58.0,80.0,95.0
Plots (Graphics) in R,Coursera Project Network,75,Low,High School,67,Yes,Beginner,4.3,71.0,55.0,57.0
Evaluate Machine Learning Models with Yellowbrick,Coursera Project Network,99,Medium,High School,69,Yes,Beginner,4.8,78.0,75.0,61.0
Create Your First Python Program,Coursera Project Network,64,Medium,College,66,No,Beginner,4.6,56.0,77.0,61.0
"Javascript animation for websites, storytelling, data visualization and games",Coursera Project Network,87,Medium,High School,65,No,Beginner,4.2,70.0,74.0,59.0
Computer Vision: Neural Transfer Style & Green Screen Effect,Coursera Project Network,51,Medium,High School,67,No,Beginner,4.2,80.0,78.0,60.0
Predict Ideal Diamonds over Good Diamonds using a Random Forest using R,Coursera Project Network,100,High,High School,68,No,Beginner,4.8,74.0,85.0,59.0
Create Custom Layers in Keras,Coursera Project Network,90,High,High School,67,Yes,Beginner,4.6,73.0,85.0,60.0
Optimization of Topic Models using Grid Search Method,Coursera Project Network,99,Low,College,72,No,Beginner,4.3,57.0,62.0,57.0
Plots (Graphics) for Data Science,Coursera Project Network,66,Low,High School,69,Yes,Beginner,4.2,75.0,60.0,61.0
Introduction to Natural Language Processing in Python,Coursera Project Network,52,Medium,College,66,Yes,Beginner,3.5,56.0,76.0,61.0
Predicting Salaries with Simple Linear Regression in R,Coursera Project Network,56,Low,High School,67,Yes,Beginner,4.3,76.0,57.0,62.0
Create your first test automation script - Selenium and C#,Coursera Project Network,54,High,Postgraduate,68,No,Beginner,Not Calibrated,81.0,87.0,61.0
"Machine Learning: Predict Numbers from Handwritten Digits using a Neural Network, Keras, and R",Coursera Project Network,96,High,College,67,Yes,Beginner,4.4,59.0,83.0,58.0
Creating a Customer Service Survey Using Google Forms,Coursera Project Network,51,Medium,High School,69,Yes,Beginner,5,71.0,77.0,61.0
Gmail: The Foundation To Accessing Google Apps,Coursera Project Network,57,Low,College,69,Yes,Beginner,4.6,61.0,57.0,61.0
Create a Google Ads Video Campaign,Coursera Project Network,68,Low,High School,62,Yes,Advanced,5,73.0,58.0,92.0
Simple Recurrent Neural Network with Keras,Coursera Project Network,71,Low,High School,68,Yes,Advanced,4.5,73.0,56.0,95.0
Spreadsheets for Beginners using Google Sheets,Coursera Project Network,83,Low,College,71,Yes,Beginner,4.7,61.0,63.0,59.0
Building a Business Presence With Facebook Marketing,Coursera Project Network,82,Low,College,66,No,Beginner,4.8,56.0,63.0,61.0
Build an App in Android Studio using Static Files,Coursera Project Network,74,Low,High School,64,Yes,Beginner,4.1,79.0,58.0,58.0
Build Multilayer Perceptron Models with Keras,Coursera Project Network,76,Medium,College,68,No,Beginner,4.6,58.0,73.0,57.0
Docker Essentials & Building a Containerized Web Application,Coursera Project Network,53,High,Postgraduate,70,Yes,Beginner,4.8,93.0,81.0,57.0
Build a Machine Learning Web App with Streamlit and Python,Coursera Project Network,80,Medium,High School,73,Yes,Beginner,4.7,71.0,70.0,61.0
Python Geospatial Data Analysis,Coursera Project Network,61,Medium,High School,68,Yes,Beginner,4,75.0,71.0,57.0
Getting Started with Blazor WASM,Coursera Project Network,80,Low,Postgraduate,75,Yes,Beginner,4.8,92.0,63.0,62.0
Building Smart Business Assistants with IBM Watson,Coursera Project Network,56,Low,High School,68,Yes,Beginner,4.7,72.0,62.0,62.0
Introduction to Pointers and Memory Management in C/C++,Coursera Project Network,67,Medium,High School,69,Yes,Beginner,4.3,80.0,70.0,59.0
Using Seesaw for Student Learning,Coursera Project Network,89,Low,College,63,Yes,Beginner,4.9,62.0,58.0,61.0
Enhancing Communication with Remind,Coursera Project Network,67,High,Postgraduate,66,Yes,Beginner,4.9,85.0,85.0,59.0
Git + GitHub for Open Source Collaboration,Coursera Project Network,88,Medium,Postgraduate,71,No,Intermediate,4.1,93.0,74.0,71.0
Create a text adventure game with Ink,Coursera Project Network,65,Medium,Postgraduate,68,No,Beginner,4.5,85.0,74.0,59.0
Make Your Pick-Ups Look Cool in Unity (Intro to Animation 1),Coursera Project Network,95,Medium,High School,67,No,Beginner,4.4,72.0,75.0,61.0
Stock Analysis: Create a Buy Signal Filter using R and the Quantmod Package,Coursera Project Network,62,Medium,High School,65,Yes,Beginner,4.7,78.0,76.0,57.0
Implementing Parent Feedback with Google Forms,Coursera Project Network,76,Medium,College,63,No,Beginner,4.9,59.0,80.0,59.0
Perform Real-Time Object Detection with YOLOv3,Coursera Project Network,90,High,High School,71,Yes,Conversant,3.1,77.0,83.0,83.0
Getting Started with Azure DevOps Boards,Coursera Project Network,52,Low,College,62,Yes,Beginner,4.8,63.0,63.0,58.0
A Start Guide: Product Marketing Using G Suite,Coursera Project Network,86,Medium,High School,69,Yes,Beginner,4.7,78.0,74.0,58.0
Brand Marketing and SEO Tools using Wix,Coursera Project Network,91,Medium,Postgraduate,71,Yes,Beginner,4.6,83.0,74.0,57.0
Product Development: Customer Journey Mapping with Miro,Coursera Project Network,95,Medium,High School,62,Yes,Beginner,4.9,74.0,72.0,59.0
